"year","age","sex","group","chronic_liver_disease","poisonings","suicides","vehicle_transport","alcohol_induced","assault_homicide","drug_induced","legal_intervention","motor_accidents","all_cause","population"
2010,30,"Male","Black Non-Hispanic",4,28,42,86,0,252,32,3,84,677,275454
2010,30,"Male","Hispanic",15,59,41,75,22,74,58,3,72,447,466872
2010,30,"Male","White Non-Hispanic",18,440,312,249,45,65,463,2,237,1763,1.26809e+006
2010,31,"Female","Black Non-Hispanic",2,21,5,16,3,25,23,0,16,311,278760
2010,31,"Female","Hispanic",3,19,10,20,5,16,19,0,20,173,387603
2010,31,"Female","White Non-Hispanic",15,184,77,87,24,20,220,0,86,801,1.15784e+006
2010,31,"Male","Black Non-Hispanic",1,20,44,82,4,189,23,4,82,620,250563
2010,31,"Male","Hispanic",7,42,45,78,17,62,41,2,74,432,419684
2010,31,"Male","White Non-Hispanic",14,441,341,262,31,59,472,8,246,1811,1.1776e+006
2010,32,"Female","Black Non-Hispanic",4,15,6,13,8,21,14,0,13,325,275414
2010,32,"Female","Hispanic",4,10,4,17,4,5,10,0,17,168,397018
2010,32,"Female","White Non-Hispanic",17,196,88,83,21,26,220,0,81,901,1.16253e+006
2010,32,"Male","Black Non-Hispanic",2,31,37,64,9,163,33,1,64,593,247238
2010,32,"Male","Hispanic",13,47,48,79,24,57,44,5,73,423,427842
2010,32,"Male","White Non-Hispanic",32,405,326,258,45,55,432,3,238,1783,1.17923e+006
2010,33,"Female","Black Non-Hispanic",3,23,2,19,4,19,23,0,19,307,267041
2010,33,"Female","Hispanic",3,15,6,16,4,8,18,0,15,165,369834
2010,33,"Female","White Non-Hispanic",16,174,97,89,25,21,211,1,87,897,1.12717e+006
2010,33,"Male","Black Non-Hispanic",1,28,31,51,6,180,28,1,51,591,237555
2010,33,"Male","Hispanic",17,55,43,75,30,57,51,1,74,467,416567
2010,33,"Male","White Non-Hispanic",29,362,366,244,46,45,410,4,231,1762,1.1419e+006
2010,34,"Female","Black Non-Hispanic",3,27,4,19,3,14,26,0,19,344,263044
2010,34,"Female","Hispanic",4,14,5,12,4,10,20,0,11,164,381546
2010,34,"Female","White Non-Hispanic",20,184,94,70,23,26,229,0,64,954,1.11223e+006
2010,34,"Male","Black Non-Hispanic",0,36,32,47,2,130,40,2,46,550,234337
2010,34,"Male","Hispanic",25,54,55,61,32,65,58,3,56,475,412085
2010,34,"Male","White Non-Hispanic",39,331,313,204,62,41,360,5,193,1727,1.12553e+006
2010,35,"Female","Black Non-Hispanic",2,13,7,31,4,18,17,0,31,385,268610
2010,35,"Female","Hispanic",8,12,12,16,7,6,16,0,16,201,373277
2010,35,"Female","White Non-Hispanic",29,208,107,76,30,30,242,0,73,1013,1.15065e+006
2010,35,"Male","Black Non-Hispanic",5,25,34,55,9,121,28,1,52,565,240537
2010,35,"Male","Hispanic",21,53,43,72,38,47,45,3,72,469,419012
2010,35,"Male","White Non-Hispanic",36,388,343,239,66,41,427,6,226,1887,1.1713e+006
2010,36,"Female","Black Non-Hispanic",2,20,10,20,6,23,24,0,18,403,261414
2010,36,"Female","Hispanic",3,19,12,19,5,11,20,0,19,205,357160
2010,36,"Female","White Non-Hispanic",24,238,113,79,38,21,269,0,79,1185,1.11359e+006
2010,36,"Male","Black Non-Hispanic",4,21,39,57,8,111,24,1,55,618,230497
2010,36,"Male","Hispanic",20,50,43,58,31,53,48,2,56,472,391028
2010,36,"Male","White Non-Hispanic",47,355,310,213,67,54,383,4,201,1888,1.12415e+006
2010,37,"Female","Black Non-Hispanic",7,23,9,12,9,23,24,0,12,453,274485
2010,37,"Female","Hispanic",3,18,13,17,5,11,22,0,17,219,376518
2010,37,"Female","White Non-Hispanic",33,213,103,99,38,27,263,0,94,1229,1.16476e+006
2010,37,"Male","Black Non-Hispanic",9,16,35,59,15,103,14,6,55,656,242491
2010,37,"Male","Hispanic",25,45,40,52,35,26,42,3,51,461,390897
2010,37,"Male","White Non-Hispanic",54,368,413,211,78,49,392,4,197,2128,1.17174e+006
2010,38,"Female","Black Non-Hispanic",6,22,13,18,9,21,29,0,18,515,281951
2010,38,"Female","Hispanic",8,14,9,15,8,4,17,0,13,218,371293
2010,38,"Female","White Non-Hispanic",36,245,104,104,44,32,281,0,98,1422,1.25482e+006
2010,38,"Male","Black Non-Hispanic",10,37,30,66,17,116,38,1,62,749,250350
2010,38,"Male","Hispanic",30,47,39,43,37,35,50,3,40,456,385225
2010,38,"Male","White Non-Hispanic",74,395,398,239,110,52,421,5,226,2399,1.26684e+006
2010,39,"Female","Black Non-Hispanic",11,25,8,17,8,12,26,0,16,586,297691
2010,39,"Female","Hispanic",5,17,13,19,7,8,22,0,19,255,370550
2010,39,"Female","White Non-Hispanic",52,259,140,79,56,31,326,0,75,1614,1.36463e+006
2010,39,"Male","Black Non-Hispanic",10,30,42,60,12,105,36,1,58,780,262367
2010,39,"Male","Hispanic",32,54,46,64,45,31,49,2,57,541,384590
2010,39,"Male","White Non-Hispanic",78,415,423,234,114,56,451,11,222,2743,1.37347e+006
2010,40,"Female","Black Non-Hispanic",3,23,16,9,3,14,33,1,9,563,292135
2010,40,"Female","Hispanic",8,15,9,17,9,7,23,0,17,268,367265
2010,40,"Female","White Non-Hispanic",53,266,154,110,65,30,330,1,108,1782,1.36945e+006
2010,40,"Male","Black Non-Hispanic",7,35,39,52,14,68,43,4,49,776,264275
2010,40,"Male","Hispanic",23,61,38,53,27,32,56,3,48,524,389923
2010,40,"Male","White Non-Hispanic",106,393,442,251,127,63,451,4,235,2920,1.39025e+006
2010,41,"Female","Black Non-Hispanic",4,38,5,15,10,18,38,0,15,616,270986
2010,41,"Female","Hispanic",18,22,4,16,18,9,22,0,15,294,326492
2010,41,"Female","White Non-Hispanic",68,243,143,87,71,31,301,1,81,1874,1.30567e+006
2010,41,"Male","Black Non-Hispanic",12,44,26,59,16,82,45,0,57,841,242781
2010,41,"Male","Hispanic",41,56,45,57,48,30,58,1,56,526,354286
2010,41,"Male","White Non-Hispanic",119,412,432,270,177,59,430,9,249,3100,1.31302e+006
2010,42,"Female","Black Non-Hispanic",12,22,10,21,15,17,28,0,19,733,275034
2010,42,"Female","Hispanic",8,21,4,13,5,7,23,0,13,273,333576
2010,42,"Female","White Non-Hispanic",71,264,110,91,75,33,297,1,85,1958,1.29276e+006
2010,42,"Male","Black Non-Hispanic",16,40,32,34,29,57,47,4,33,918,245576
2010,42,"Male","Hispanic",49,71,30,55,54,32,61,2,54,604,349789
2010,42,"Male","White Non-Hispanic",136,390,457,262,178,66,427,8,243,3331,1.30342e+006
2010,43,"Female","Black Non-Hispanic",10,34,7,18,13,16,39,0,18,745,277784
2010,43,"Female","Hispanic",16,20,9,15,17,9,22,0,15,346,322078
2010,43,"Female","White Non-Hispanic",83,277,142,86,95,29,325,1,83,2255,1.33025e+006
2010,43,"Male","Black Non-Hispanic",19,44,32,45,17,67,50,0,42,970,246446
2010,43,"Male","Hispanic",57,57,45,55,59,27,58,1,49,675,335567
2010,43,"Male","White Non-Hispanic",154,375,394,278,186,63,415,4,266,3520,1.32893e+006
2010,44,"Female","Black Non-Hispanic",17,37,10,18,12,13,38,0,17,833,288574
2010,44,"Female","Hispanic",15,17,13,18,12,10,25,0,18,403,318618
2010,44,"Female","White Non-Hispanic",113,324,143,105,120,37,375,0,101,2597,1.37165e+006
2010,44,"Male","Black Non-Hispanic",12,53,31,43,20,60,65,1,40,1102,258446
2010,44,"Male","Hispanic",68,49,38,38,86,20,42,1,35,732,334088
2010,44,"Male","White Non-Hispanic",208,470,488,268,278,67,501,2,245,4154,1.37002e+006
2010,45,"Female","Black Non-Hispanic",16,31,6,14,14,20,35,0,14,960,304379
2010,45,"Female","Hispanic",24,15,9,15,21,8,14,0,15,383,312868
2010,45,"Female","White Non-Hispanic",148,321,159,110,158,30,378,0,103,2956,1.4974e+006
2010,45,"Male","Black Non-Hispanic",23,52,30,44,33,69,57,1,41,1226,272675
2010,45,"Male","Hispanic",72,46,42,41,74,17,47,1,37,724,336656
2010,45,"Male","White Non-Hispanic",246,494,542,290,312,60,546,8,275,4922,1.49556e+006
2010,46,"Female","Black Non-Hispanic",24,39,8,18,28,20,47,0,18,1067,297866
2010,46,"Female","Hispanic",25,25,8,17,16,7,31,0,16,476,309219
2010,46,"Female","White Non-Hispanic",168,386,163,108,168,44,451,1,101,3564,1.5334e+006
2010,46,"Male","Black Non-Hispanic",32,52,18,58,27,48,56,1,52,1336,265555
2010,46,"Male","Hispanic",92,44,44,47,92,22,44,1,45,836,315126
2010,46,"Male","White Non-Hispanic",289,504,617,304,333,71,562,3,275,5656,1.51871e+006
2010,47,"Female","Black Non-Hispanic",23,45,11,30,17,16,52,0,29,1117,297408
2010,47,"Female","Hispanic",29,27,8,24,27,4,28,0,23,491,299901
2010,47,"Female","White Non-Hispanic",207,366,185,117,195,30,437,1,109,3910,1.55454e+006
2010,47,"Male","Black Non-Hispanic",33,67,29,36,44,61,69,3,34,1559,265270
2010,47,"Male","Hispanic",80,44,33,56,75,20,48,1,51,872,303702
2010,47,"Male","White Non-Hispanic",333,533,557,297,391,53,590,6,276,6224,1.53795e+006
2010,48,"Female","Black Non-Hispanic",26,45,3,19,18,13,50,0,18,1302,294815
2010,48,"Female","Hispanic",29,18,9,11,26,9,21,0,10,477,284415
2010,48,"Female","White Non-Hispanic",180,399,195,102,161,34,482,0,95,4182,1.58775e+006
2010,48,"Male","Black Non-Hispanic",43,64,30,62,38,63,69,3,58,1611,260602
2010,48,"Male","Hispanic",88,51,40,41,86,22,49,0,37,916,289020
2010,48,"Male","White Non-Hispanic",384,547,596,330,426,73,602,5,310,6853,1.56809e+006
2010,49,"Female","Black Non-Hispanic",19,49,8,19,25,15,59,0,18,1409,299299
2010,49,"Female","Hispanic",22,17,8,14,20,2,22,0,13,503,280751
2010,49,"Female","White Non-Hispanic",196,406,176,109,192,36,481,0,106,4718,1.62315e+006
2010,49,"Male","Black Non-Hispanic",41,68,33,69,49,59,75,3,66,1836,265564
2010,49,"Male","Hispanic",76,55,38,47,77,33,62,0,47,962,280465
2010,49,"Male","White Non-Hispanic",447,500,616,372,469,59,559,7,342,7751,1.59759e+006
2010,50,"Female","Black Non-Hispanic",35,58,9,16,26,12,67,0,14,1585,305373
2010,50,"Female","Hispanic",41,19,11,11,31,6,20,0,11,542,274699
2010,50,"Female","White Non-Hispanic",215,352,204,117,207,32,436,0,112,5126,1.64054e+006
2010,50,"Male","Black Non-Hispanic",58,73,21,55,56,61,81,2,52,1993,271853
2010,50,"Male","Hispanic",110,37,25,40,90,25,35,0,33,1001,278601
2010,50,"Male","White Non-Hispanic",427,505,609,330,483,77,557,3,307,8320,1.62642e+006
2010,51,"Female","Black Non-Hispanic",37,44,10,19,29,16,55,0,19,1577,288378
2010,51,"Female","Hispanic",38,13,5,15,25,5,17,0,15,552,250618
2010,51,"Female","White Non-Hispanic",198,359,182,112,167,20,438,0,102,5469,1.60263e+006
2010,51,"Male","Black Non-Hispanic",60,76,28,46,69,47,83,1,43,2117,255072
2010,51,"Male","Hispanic",111,45,37,38,101,21,42,0,34,1025,247710
2010,51,"Male","White Non-Hispanic",511,509,615,315,533,68,572,2,293,8818,1.57297e+006
2010,52,"Female","Black Non-Hispanic",33,58,4,21,30,6,58,0,21,1746,285874
2010,52,"Female","Hispanic",24,19,4,13,15,4,19,0,12,595,245417
2010,52,"Female","White Non-Hispanic",244,361,218,124,215,28,452,0,115,6089,1.63057e+006
2010,52,"Male","Black Non-Hispanic",65,65,21,47,56,54,74,0,45,2389,253267
2010,52,"Male","Hispanic",113,44,29,42,105,20,47,0,41,1079,240770
2010,52,"Male","White Non-Hispanic",493,412,607,311,494,67,499,6,284,9595,1.59836e+006
2010,53,"Female","Black Non-Hispanic",36,30,9,18,31,8,39,0,17,1846,280464
2010,53,"Female","Hispanic",38,25,7,11,26,7,28,0,11,619,233237
2010,53,"Female","White Non-Hispanic",218,334,165,110,183,18,395,0,107,6094,1.59693e+006
2010,53,"Male","Black Non-Hispanic",70,69,29,51,74,45,76,0,46,2461,244276
2010,53,"Male","Hispanic",112,37,28,31,98,17,42,1,29,1113,226272
2010,53,"Male","White Non-Hispanic",539,416,606,317,509,62,489,2,298,10410,1.55953e+006
2010,54,"Female","Black Non-Hispanic",42,46,5,20,21,12,57,0,20,1943,271711
2010,54,"Female","Hispanic",23,17,6,7,15,3,19,0,7,650,226536
2010,54,"Female","White Non-Hispanic",243,314,184,99,202,32,406,0,94,6631,1.57219e+006
2010,54,"Male","Black Non-Hispanic",88,74,20,53,74,37,77,2,52,2618,236181
2010,54,"Male","Hispanic",91,30,31,31,73,22,37,1,27,1099,217594
2010,54,"Male","White Non-Hispanic",543,370,559,317,527,55,417,3,297,10746,1.53052e+006
2010,55,"Female","Black Non-Hispanic",31,51,7,17,22,9,51,0,13,1932,264963
2010,55,"Female","Hispanic",28,16,6,14,14,1,18,0,14,640,217917
2010,55,"Female","White Non-Hispanic",207,273,196,101,156,15,362,0,97,6739,1.57143e+006
2010,55,"Male","Black Non-Hispanic",69,77,27,58,57,33,87,0,54,2764,229644
2010,55,"Male","Hispanic",115,27,26,28,106,15,27,1,27,1181,207675
2010,55,"Male","White Non-Hispanic",584,373,538,292,525,64,431,4,264,11515,1.52836e+006
2010,56,"Female","Black Non-Hispanic",37,32,6,15,24,8,37,0,15,1983,246817
2010,56,"Female","Hispanic",36,20,8,15,18,2,26,0,14,667,199581
2010,56,"Female","White Non-Hispanic",231,249,190,101,176,23,336,0,95,7307,1.51847e+006
2010,56,"Male","Black Non-Hispanic",78,60,29,48,74,37,69,2,44,2871,209336
2010,56,"Male","Hispanic",92,27,32,28,67,10,32,0,28,1210,187354
2010,56,"Male","White Non-Hispanic",575,333,554,294,536,43,389,1,269,12068,1.46064e+006
2010,57,"Female","Black Non-Hispanic",27,21,4,17,13,13,30,0,16,2005,235184
2010,57,"Female","Hispanic",31,9,6,12,18,1,13,0,12,661,188134
2010,57,"Female","White Non-Hispanic",231,205,163,116,160,26,272,0,112,7493,1.493e+006
2010,57,"Male","Black Non-Hispanic",69,54,14,49,71,29,70,0,47,3007,198679
2010,57,"Male","Hispanic",117,30,21,27,98,7,34,1,25,1205,174543
2010,57,"Male","White Non-Hispanic",591,286,510,306,541,44,344,3,285,12572,1.43559e+006
2010,58,"Female","Black Non-Hispanic",34,27,3,24,22,12,28,0,22,2104,225482
2010,58,"Female","Hispanic",27,8,4,14,12,1,9,0,14,706,175452
2010,58,"Female","White Non-Hispanic",237,165,134,92,173,21,210,0,90,7967,1.45361e+006
2010,58,"Male","Black Non-Hispanic",103,59,14,36,78,33,72,0,35,3002,188164
2010,58,"Male","Hispanic",93,22,37,34,77,9,22,1,32,1269,162994
2010,58,"Male","White Non-Hispanic",549,268,482,285,512,42,319,6,263,13160,1.39577e+006
2010,59,"Female","Black Non-Hispanic",32,19,6,12,21,8,22,0,12,2172,221621
2010,59,"Female","Hispanic",28,11,5,9,13,1,11,0,9,730,171200
2010,59,"Female","White Non-Hispanic",186,157,138,80,135,22,224,0,79,8239,1.38819e+006
2010,59,"Male","Black Non-Hispanic",92,46,13,35,66,27,53,0,34,3124,183833
2010,59,"Male","Hispanic",97,20,22,24,79,7,25,0,21,1235,156582
2010,59,"Male","White Non-Hispanic",553,212,465,279,530,42,242,6,258,13682,1.32571e+006
2010,60,"Female","Black Non-Hispanic",24,18,2,13,17,3,20,0,12,2140,215636
2010,60,"Female","Hispanic",26,8,3,12,14,1,8,0,12,803,165131
2010,60,"Female","White Non-Hispanic",202,144,139,78,119,16,199,0,73,8669,1.38682e+006
2010,60,"Male","Black Non-Hispanic",80,46,18,37,66,23,51,1,36,3149,178833
2010,60,"Male","Hispanic",89,13,13,24,68,7,12,0,21,1314,149517
2010,60,"Male","White Non-Hispanic",490,182,431,254,418,39,227,4,227,13999,1.3274e+006
2010,61,"Female","Black Non-Hispanic",27,18,2,14,15,7,21,0,14,2208,199998
2010,61,"Female","Hispanic",23,8,6,12,6,1,8,0,11,799,152183
2010,61,"Female","White Non-Hispanic",225,133,113,90,140,24,179,0,88,9494,1.36249e+006
2010,61,"Male","Black Non-Hispanic",71,32,21,36,66,17,35,1,35,3150,164138
2010,61,"Male","Hispanic",99,9,14,22,71,10,15,0,20,1246,136009
2010,61,"Male","White Non-Hispanic",479,158,373,241,404,36,196,6,229,14619,1.29612e+006
2010,62,"Female","Black Non-Hispanic",32,11,3,11,21,8,14,0,11,2363,190971
2010,62,"Female","Hispanic",28,1,1,16,9,3,1,0,15,813,147773
2010,62,"Female","White Non-Hispanic",229,109,112,98,142,22,150,0,95,10496,1.4179e+006
2010,62,"Male","Black Non-Hispanic",60,38,12,32,53,11,44,0,29,3138,156010
2010,62,"Male","Hispanic",74,13,10,17,55,5,16,2,15,1276,131917
2010,62,"Male","White Non-Hispanic",497,133,353,239,420,27,151,4,219,16370,1.34643e+006
2010,63,"Female","Black Non-Hispanic",22,8,1,12,9,6,10,0,12,2248,174577
2010,63,"Female","Hispanic",24,3,6,6,16,0,4,0,6,877,138167
2010,63,"Female","White Non-Hispanic",213,93,115,81,127,17,129,0,75,12006,1.4107e+006
2010,63,"Male","Black Non-Hispanic",51,26,12,34,55,17,31,1,29,3158,142150
2010,63,"Male","Hispanic",72,9,15,20,56,2,9,0,18,1339,121421
2010,63,"Male","White Non-Hispanic",474,123,371,254,427,29,143,1,236,17563,1.33594e+006
2010,64,"Female","Black Non-Hispanic",27,3,2,8,16,4,4,0,8,1995,146241
2010,64,"Female","Hispanic",36,2,3,6,10,6,2,0,6,861,123570
2010,64,"Female","White Non-Hispanic",172,67,79,72,100,16,98,0,66,10303,1.04631e+006
2010,64,"Male","Black Non-Hispanic",47,26,7,25,45,12,26,1,23,2775,116787
2010,64,"Male","Hispanic",60,5,15,22,42,4,9,0,21,1234,106697
2010,64,"Male","White Non-Hispanic",320,78,278,213,300,29,100,0,197,15004,982320
2010,65,"Female","Black Non-Hispanic",19,4,0,12,16,1,4,0,11,2129,146443
2010,65,"Female","Hispanic",28,3,3,7,3,2,5,0,7,905,117909
2010,65,"Female","White Non-Hispanic",163,57,77,78,83,19,82,0,75,10747,1.07047e+006
2010,65,"Male","Black Non-Hispanic",34,13,8,19,37,7,20,0,17,2802,115206
2010,65,"Male","Hispanic",56,6,12,13,59,5,5,0,13,1300,101117
2010,65,"Male","White Non-Hispanic",354,53,262,202,308,19,52,0,185,15444,996379
2010,66,"Female","Black Non-Hispanic",16,5,0,12,7,1,5,0,12,2227,137560
2010,66,"Female","Hispanic",28,1,5,6,7,0,2,0,6,889,109843
2010,66,"Female","White Non-Hispanic",202,44,71,84,101,17,64,0,80,11985,1.07794e+006
2010,66,"Male","Black Non-Hispanic",38,15,12,18,36,9,18,1,17,2856,107163
2010,66,"Male","Hispanic",50,1,12,15,41,3,3,1,15,1225,91573
2010,66,"Male","White Non-Hispanic",345,39,263,162,289,16,61,1,147,16769,994145
2010,67,"Female","Black Non-Hispanic",11,3,0,5,7,2,4,0,5,2246,135188
2010,67,"Female","Hispanic",22,6,4,9,5,2,7,0,9,868,106090
2010,67,"Female","White Non-Hispanic",176,57,77,74,78,13,90,0,70,13437,1.09655e+006
2010,67,"Male","Black Non-Hispanic",27,13,8,26,33,15,12,0,26,2890,103634
2010,67,"Male","Hispanic",62,5,12,15,43,3,7,0,14,1267,85631
2010,67,"Male","White Non-Hispanic",335,38,235,188,263,28,54,0,165,18294,1.00606e+006
2010,68,"Female","Black Non-Hispanic",19,3,0,16,8,2,3,0,16,2366,122796
2010,68,"Female","Hispanic",24,1,3,11,7,1,3,0,11,942,94726
2010,68,"Female","White Non-Hispanic",178,48,53,98,79,10,67,0,96,12956,960156
2010,68,"Male","Black Non-Hispanic",32,12,9,22,29,10,12,1,18,2789,92179
2010,68,"Male","Hispanic",45,5,12,21,32,2,7,0,20,1206,77384
2010,68,"Male","White Non-Hispanic",306,24,237,160,225,14,39,1,139,17706,868399
2010,69,"Female","Black Non-Hispanic",8,4,0,8,5,4,3,0,8,2410,115576
2010,69,"Female","Hispanic",33,4,1,8,5,1,4,0,8,938,91106
2010,69,"Female","White Non-Hispanic",160,32,44,65,58,7,44,0,64,13033,885418
2010,69,"Male","Black Non-Hispanic",32,6,2,16,20,14,7,0,15,2776,85414
2010,69,"Male","Hispanic",45,1,9,13,30,3,4,0,13,1225,73197
2010,69,"Male","White Non-Hispanic",272,39,213,145,200,22,38,0,132,17645,789128
2010,70,"Female","Black Non-Hispanic",17,2,0,9,10,2,3,0,8,2379,112413
2010,70,"Female","Hispanic",30,0,3,8,5,2,0,0,8,991,88543
2010,70,"Female","White Non-Hispanic",153,26,41,70,52,10,39,0,69,13612,842910
2010,70,"Male","Black Non-Hispanic",22,7,6,18,23,8,8,0,16,2804,82356
2010,70,"Male","Hispanic",62,3,10,15,50,2,5,0,14,1323,70477
2010,70,"Male","White Non-Hispanic",264,24,199,156,173,17,35,0,141,17774,747458
2010,71,"Female","Black Non-Hispanic",14,4,1,5,7,4,4,0,5,2409,102154
2010,71,"Female","Hispanic",26,1,3,4,6,2,4,0,4,1015,82396
2010,71,"Female","White Non-Hispanic",160,18,37,82,49,14,39,0,81,14429,816546
2010,71,"Male","Black Non-Hispanic",16,6,2,14,21,5,9,0,13,2758,74635
2010,71,"Male","Hispanic",33,4,9,10,22,1,4,0,9,1299,64418
2010,71,"Male","White Non-Hispanic",229,25,196,142,138,22,28,0,130,18377,720142
2010,72,"Female","Black Non-Hispanic",11,2,1,5,6,0,3,0,5,2504,98773
2010,72,"Female","Hispanic",29,0,0,5,7,0,0,0,5,1031,78603
2010,72,"Female","White Non-Hispanic",149,32,42,58,44,12,45,0,56,15369,786408
2010,72,"Male","Black Non-Hispanic",14,0,2,14,14,6,0,0,14,2813,70611
2010,72,"Male","Hispanic",36,2,8,9,16,1,4,0,9,1347,60739
2010,72,"Male","White Non-Hispanic",227,18,204,121,155,11,27,1,112,19352,683438
2010,73,"Female","Black Non-Hispanic",12,2,2,6,0,2,2,0,6,2519,92076
2010,73,"Female","Hispanic",25,2,4,10,5,0,4,0,9,1132,73724
2010,73,"Female","White Non-Hispanic",183,17,28,68,42,13,30,0,66,15777,739937
2010,73,"Male","Black Non-Hispanic",15,1,12,8,16,5,1,0,8,2782,63814
2010,73,"Male","Hispanic",33,1,5,8,21,2,1,0,6,1374,56458
2010,73,"Male","White Non-Hispanic",213,20,178,141,134,14,30,1,126,19540,631784
2010,74,"Female","Black Non-Hispanic",7,3,0,6,4,1,3,0,6,2681,91248
2010,74,"Female","Hispanic",32,1,1,3,3,0,1,0,3,1211,71114
2010,74,"Female","White Non-Hispanic",154,19,31,81,36,8,29,0,79,16893,723973
2010,74,"Male","Black Non-Hispanic",18,4,5,8,9,2,4,0,8,2790,61868
2010,74,"Male","Hispanic",31,0,8,15,18,2,1,0,14,1474,53670
2010,74,"Male","White Non-Hispanic",206,14,195,99,111,12,22,1,91,20666,608196
2010,75,"Female","Black Non-Hispanic",7,0,1,6,4,1,0,0,6,2724,86486
2010,75,"Female","Hispanic",25,0,1,7,2,0,0,0,7,1334,67958
2010,75,"Female","White Non-Hispanic",148,25,25,90,30,14,38,0,86,18363,705677
2010,75,"Male","Black Non-Hispanic",10,2,6,15,9,2,3,0,14,2914,57499
2010,75,"Male","Hispanic",36,2,9,7,17,3,1,0,7,1461,50249
2010,75,"Male","White Non-Hispanic",172,9,195,119,107,8,22,0,106,21684,582899
2010,76,"Female","Black Non-Hispanic",8,1,1,9,5,0,1,0,9,2792,78776
2010,76,"Female","Hispanic",29,2,2,11,4,0,4,0,11,1319,61261
2010,76,"Female","White Non-Hispanic",133,18,29,77,39,8,28,0,77,18857,647327
2010,76,"Male","Black Non-Hispanic",16,4,4,6,4,3,4,0,6,2813,50644
2010,76,"Male","Hispanic",33,1,7,8,16,0,2,0,8,1435,44643
2010,76,"Male","White Non-Hispanic",196,13,185,128,110,6,22,0,120,21998,525517
2010,77,"Female","Black Non-Hispanic",8,3,1,6,1,0,3,0,6,2899,77384
2010,77,"Female","Hispanic",25,1,1,4,6,1,2,0,4,1365,58571
2010,77,"Female","White Non-Hispanic",139,14,30,85,35,12,26,0,84,20657,652503
2010,77,"Male","Black Non-Hispanic",16,1,8,11,14,2,1,0,11,2742,48462
2010,77,"Male","Hispanic",29,0,4,12,15,1,2,0,12,1506,41264
2010,77,"Male","White Non-Hispanic",182,8,186,151,92,5,17,0,144,23291,516653
2010,78,"Female","Black Non-Hispanic",6,2,1,13,2,1,2,0,13,2888,68800
2010,78,"Female","Hispanic",30,0,1,3,1,1,1,0,3,1403,55247
2010,78,"Female","White Non-Hispanic",147,14,26,78,26,12,25,0,77,22948,642170
2010,78,"Male","Black Non-Hispanic",5,5,6,15,8,3,4,0,14,2648,41697
2010,78,"Male","Hispanic",24,1,5,13,11,2,3,0,12,1580,39465
2010,78,"Male","White Non-Hispanic",164,17,145,136,71,8,22,1,130,24755,498802
2010,79,"Female","Black Non-Hispanic",9,1,0,4,1,0,1,0,4,2915,66631
2010,79,"Female","Hispanic",18,0,1,5,0,3,0,0,5,1569,54431
2010,79,"Female","White Non-Hispanic",138,23,35,84,29,9,25,0,84,24604,639594
2010,79,"Male","Black Non-Hispanic",11,1,1,12,5,3,1,0,11,2621,38994
2010,79,"Male","Hispanic",24,3,7,13,15,2,3,0,12,1682,37719
2010,79,"Male","White Non-Hispanic",178,11,167,136,87,15,20,0,129,25971,481122
2010,80,"Female","Black Non-Hispanic",5,1,0,5,3,1,1,0,5,3191,64808
2010,80,"Female","Hispanic",24,1,1,11,3,1,1,0,10,1672,51263
2010,80,"Female","White Non-Hispanic",153,18,25,88,38,11,30,0,87,26649,619635
2010,80,"Male","Black Non-Hispanic",6,1,5,10,10,3,3,0,9,2725,36488
2010,80,"Male","Hispanic",21,0,5,9,9,0,0,0,9,1647,35381
2010,80,"Male","White Non-Hispanic",160,12,167,140,67,10,25,0,132,27418,451922
2010,81,"Female","Black Non-Hispanic",8,1,1,8,5,1,2,0,8,3219,58680
2010,81,"Female","Hispanic",20,0,0,5,0,0,0,0,5,1644,45941
2010,81,"Female","White Non-Hispanic",136,9,24,99,23,9,21,0,95,28234,587501
2010,81,"Male","Black Non-Hispanic",8,1,1,8,4,0,1,0,8,2504,31668
2010,81,"Male","Hispanic",18,0,8,4,5,0,0,0,4,1649,30732
2010,81,"Male","White Non-Hispanic",129,10,174,138,62,11,19,0,132,28142,415514
2010,82,"Female","Black Non-Hispanic",4,0,3,7,0,2,2,0,7,3269,55576
2010,82,"Female","Hispanic",23,0,0,4,4,0,0,0,4,1754,42201
2010,82,"Female","White Non-Hispanic",111,19,20,86,13,8,24,0,84,31099,576602
2010,82,"Male","Black Non-Hispanic",6,1,4,7,5,1,1,0,6,2545,28963
2010,82,"Male","Hispanic",23,0,5,12,12,1,0,0,12,1666,27370
2010,82,"Male","White Non-Hispanic",146,11,155,109,53,7,19,0,105,29343,391055
2010,83,"Female","Black Non-Hispanic",8,2,1,7,2,3,1,0,7,3353,50946
2010,83,"Female","Hispanic",19,0,0,9,2,1,0,0,9,1767,38371
2010,83,"Female","White Non-Hispanic",108,10,16,84,16,12,21,0,81,32857,543842
2010,83,"Male","Black Non-Hispanic",8,1,1,8,5,3,1,0,8,2402,26233
2010,83,"Male","Hispanic",12,0,6,6,7,0,0,0,6,1542,24265
2010,83,"Male","White Non-Hispanic",122,4,130,102,38,7,10,0,93,29401,355510
2010,84,"Female","Black Non-Hispanic",5,0,1,6,0,4,0,0,6,3411,47692
2010,84,"Female","Hispanic",13,1,0,4,3,1,1,0,4,1814,34666
2010,84,"Female","White Non-Hispanic",110,11,16,99,13,13,19,0,99,34992,510440
2010,84,"Male","Black Non-Hispanic",4,1,2,8,7,0,1,0,8,2367,23069
